"","Trans2","Trans4","Trans5","Trans6","Trans7","Trans8","Trans9","Trans11","Trans31","Trans41","Food10","Food18","Food26","Food30","Food43","Food46","Food51","Food53","Food55","Food58","Food59","Food81","Food82","Food87","Food107","Food137","Food150","Food153","Food156","Food160","Food162"
"14790",46.01,132.81,4,8,10,19,18,55,1,25,22.7,12,42.2,0,0,0,0,0,6,91.1,0,1,0,0,6,12,6,0,24,0,0
"14791",22.79,77.48,0,3,5,9,10,64,1,28,0,0,0,8.5,0,29.71,2,0,7,4.67,8.47,0.113157257,0,0.719893385,0,3,7,3,5,1.92,4.81
"14792",0,363.18,0,0,0,39,0,4,0,2,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,18,15,0,0
"14793",9.63,44.1,0,2,4,8,27,77,0,16,0,1,4.65,0,0,0,0,0,0,16.2,0,0.924050633,0,0,0,3,0,1,8,0,0
"14794",7.35,62.68,0,1,4,12,5,25,1,0,0,0,0,7.35,0,16.55,0,0,0,0,0,0,0,1,0,0,0,0,3,5.9,10.8
"14795",0,55.04,0,0,7,8,0,146,0,125,0,0,0,0,4.75,11.4,1,1,0,0,4.75,0,0.113257034,0.271816881,0,3,0,0,2,0,16.2
"14796",12.8,49,0,3,9,10,38,166,0,105,0,0,0,5.1,0,18.75,0,0,0,0,0,0,0,0.611745514,0,1,4,1,7,8.4,19.25
"14797",0,109.6,0,0,8,17,0,13,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0
"14798",37.4,96.08,2,4,9,14,12,40,0,0,0,2,9.3,19.05,0,31.85,3,5,3,13.75,8.79,0.282921811,0,0.655349794,0,8,5,2,4,1.95,5.85
"14799",0,275.8,0,0,5,50,9,15,1,3,0,0,0,0,0,13.5,2,2,12,176.85,10.5,0.273148148,0,0.625,0,1,6,57,15,0,7.9
"14800",0,43.99,0,0,0,12,2,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"14801",38.56,86.76,9,9,9,17,14,19,1,1,4.55,1,4.55,6.9,22.25,6.9,6,3,2,19.2,27.2,0.131123919,0.641210375,0.198847262,7,7,0,5,5,2.45,2.45
"14802",0,24.56,0,0,0,4,5,12,0,5,0,0,0,0,0,0,0,0,5,2.9,0,0,0,0,0,0,4,0,3,0,0
"14803",0,444.82,0,0,4,53,0,2,0.67,1,0,0,0,0,4.57,11.44,4,0,13,98.51,18.29,0.5303608,0.1340569,0.3355823,0,4,0,28,27,0,2.21
"14804",0,11.82,0,0,1,4,7,77,0,29,0,0,0,0,0,0,1,0,0,3.95,2.37,1,0,0,0,0,1,0,1,0,0
"14805",0,42.4,0,0,2,8,6,41,0,23,0,0,0,0,0,0,1,8,0,0,4.45,0,0,0,0,0,0,8,0,0,0
"14806",54.56,103.41,4,6,9,13,10,67,0,28,0,0,0,31.7,4.45,46.1,4,3,2,0,15.6,0,0.072771872,0.753883892,2,6,5,4,3,20.65,23.1
"14807",0,24.7,0,0,0,7,27,36,0,3,0,0,0,0,0,0,5,0,0,4.38,17.42,0,0,0,0,0,1,2,1,0,0
"14808",0,17.32,0,0,1,3,23,104,0,63,0,0,0,0,0,0,4,0,0,0,8.6,0,0,0,0,0,0,0,4,0,0
"14809",0,261.39,0,0,0,26,6,16,0,0,0,0,0,0,0,0,12,0,0,0,51.8,0,0,0,0,0,10,9,0,0,0
"14810",66.05,104.12,10,10,14,18,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0
"14811",0,58.01,0,0,6,11,12,36,0,18,0,0,0,0,0,6.05,0,1,2,11.59,0,0.338111715,0,0.299060801,0,0,6,0,5,0,2.43
"14812",0,74.35,0,0,3,10,3,43,0,1,0,0,0,0,0,0,0,1,2,8.6,0,0.724770642,0,0,0,0,0,4,5,0,0
"14813",0,32.37,0,0,3,7,2,20,0,17,0,0,0,0,7.9,0,3,0,2,0,11.65,0,1,0,0,0,4,0,0,0,0
"14814",0,104.4,0,0,9,29,24,41,1,0,0,0,0,0,0,0,8,5,4,8.1,13.4,0.620689655,0,0,0,2,1,6,8,0,0
"14815",28.45,67.01,0,5,7,12,0,34,0,0,0,2,8.7,0,17.3,0,6,0,2,8.7,25.8,0.2566372,0.5103245,0,0,1,6,2,3,0,0
"14816",0,131.14,0,0,0,36,2,8,1,0,0,0,0,0,0,0,0,0,17,2.25,0,0,0,0,0,0,25,0,31,0,0
"14817",33.35,60.76,6,9,12,20,1,73,0,2,0,0,0,18.6,0,18.6,0,1,0,0,0,0,0,0.443384982,4,4,10,0,8,13.39,13.39
"14818",3.95,58.3,0,1,9,17,1,31,0,1,0,1,3.95,0,3.45,11.1,1,2,4,3.95,3.45,0.111424542,0.097320169,0.313117066,0,5,5,2,6,0,9.95
"14819",0,123.06,0,0,10,26,11,29,0.33,10,0,0,0,0,0,23.28,4,4,8,7.48,11.24,0.067883895,0,0.54494382,0,5,13,0,14,0,13.51
"14820",0,35.21,0,0,2,13,11,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
"14821",14.88,22.53,3,3,4,5,29,286,0,125,0,0,0,11.98,0,11.98,2,1,0,0,3.95,0,0,0.922958398,1,1,4,1,0,7.76,7.76
"14822",32.67,111.96,2,4,4,13,3,14,1,5,0,0,0,15.35,8.07,15.35,3,0,0,4.38,12.65,0,0.337515684,0.641990799,2,3,2,0,10,6.59,6.59
"14823",4.31,29.52,0,1,3,5,21,109,0,62,0,0,0,0,0,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.45
"14824",8.4,40.55,0,2,3,8,37,40,0,1,0,1,3.45,0,4.95,15.1,1,0,0,20.5,4.95,0.140816327,0.202040816,0.616326531,0,0,0,8,9,0,6
"14825",49.45,139.39,6,11,14,28,11,34,0.67,16,0,2,7.6,0,2.95,0,3,2,0,11.55,8.89,0.661891118,0.169054441,0,0,0,10,2,5,0,0
"14826",27.8,124.6,0,5,8,16,9,22,1,7,0,6,20.5,0,0,0,0,0,0,39.05,0,0.497572816,0,0,0,4,2,3,13,0,20.7
"14827",58.9,102.34,5,8,12,13,36,128,0,71,4.87,1,4.87,35.73,12.64,35.73,3,0,0,12.05,12.64,0.123792801,0.184957565,0.522827041,4,7,1,3,3,25.71,30.09
"14828",0,64.13,0,0,10,17,37,53,0,13,0,0,0,0,0,0,0,1,0,4.75,0,0.826086957,0,0,0,2,0,0,1,0,0
"14829",60.1,126.56,2,6,13,19,7,39,0,11,0,0,0,49.65,3.95,55.15,1,2,5,2.95,3.95,0.034123771,0.045691151,0.637941006,3,4,20,0,9,31.3,34.8
"14830",0,36.05,0,0,2,6,31,42,0.5,9,0,0,0,0,0,4.55,0,1,2,0,0,0,0,0.326164875,0,2,2,1,6,0,2.45
"14831",23.32,75.62,1,4,10,12,22,128,0,56,0,1,3.95,0,13.65,0,5,0,2,3.95,22.55,0.11634757,0.402061856,0,0,4,2,0,1,0,0
"14832",22.43,53.29,3,5,7,9,35,118,0,38,3.65,4,15.5,0,0,9.65,0,0,0,22.6,0,0.490506329,0,0.305379747,1,4,3,0,10,0,2.45
"14833",0,131.78,0,0,0,26,3,28,0,0,0,0,0,0,0,0,11,13,6,0,25.99,0,0,0,0,0,23,6,6,0,0
"14834",0,33.3,0,0,1,3,15,170,0,9,0,0,0,0,0,0,3,0,4,0,12.85,0,0,0,0,0,2,2,1,0,0
"14835",1.22,18.59,1,1,2,4,14,166,0,186,0,0,0,0,3.95,0,2,1,0,0,7.9,0,0.797979798,0,0,0,4,0,0,0,0
"14836",14.99,59.28,2,2,8,8,26,131,0,103,0,0,0,11.11,11.98,27.51,3,0,0,0,11.98,0,0.298827638,0.686206036,0,4,4,0,4,4.33,11.03
"14837",24.02,24.88,0,7,7,9,40,253,0,0,0,2,7.9,0,0,0,0,0,0,7.9,0,1,0,0,0,0,2,0,2,0,0
"14838",9.15,159.95,0,3,9,27,1,8,1,0,0,0,0,0,0,7.35,0,0,11,0,0,0,0,0.209700428,0,3,34,2,38,0,1.95
"14839",0,28.25,0,0,0,5,15,52,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,4,2,4,0,0
"14840",5.9,66.4,0,1,2,11,5,10,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,23,0,0,0
"14841",28.47,94.2,6,10,17,27,22,60,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,3,5,3,5,0,0
"14842",15,47.8,4,7,10,16,10,13,0,1,0,0,0,0,0,7.9,0,2,0,7.4,0,0.296593186,0,0.316633267,1,4,7,1,10,0,5.65
"14843",83.84,125.66,9,18,21,27,5,24,0,1,29.35,11,45.95,0,0,0,0,2,4,87.77,0,0.747815231,0,0,2,3,0,22,24,0,0
"14844",0,62.65,0,0,7,17,37,46,0.5,1,0,0,0,0,0,0,0,0,0,36.85,0,0.587223587,0,0,0,6,1,0,12,0,0
"14845",0,119.1,0,0,2,34,1,8,0.5,5,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,8,0,8,0,0
"14846",31.6,135.7,0,5,8,18,18,46,1,0,0,0,0,20.15,0,20.15,5,1,0,48.9,12.45,0,0,0.952718676,0,1,14,3,9,6.65,6.65
"14847",62.3,179.05,12,12,18,28,30,45,0,0,0,0,0,36.7,0,63.45,4,1,4,29.25,15.8,0.050568182,0,0.721022727,0,8,4,13,17,19,28.75
"14848",0,203.28,0,0,7,36,0,9,1,3,0,0,0,0,0,0,13,11,0,30.75,34.8,1,0,0,0,4,6,10,8,0,0
"14849",64.13,101.63,3,8,11,14,36,162,1,0,3.95,3,12.55,0,0,0,0,1,3,12.55,0,0.485869144,0,0,2,3,2,1,5,0,0
"14850",0,68.25,0,0,4,8,15,61,0,36,0,0,0,0,8.6,5,12,0,3,0,40.6,0,0.376367615,0.218818381,0,2,12,1,3,0,2.25
"14851",0,35.3,0,0,5,6,37,151,0,53,0,0,0,0,0,0,0,0,4,8,0,0.473372781,0,0,0,4,0,0,4,0,0
"14852",12.16,44.08,0,2,4,9,31,35,0,1,0,1,4.86,0,0,0,0,0,2,7.27,0,0.328156651,0,0,0,3,0,3,7,0,0
"14853",0,35.8,0,0,0,8,1,4,0,2,0,0,0,0,0,0,7,0,0,0,27.65,0,0,0,0,0,7,0,0,0,0
"14854",0,132.87,0,0,10,26,13,45,0.5,0,0,0,0,0,14.61,0,11,1,12,8.3,38.15,0.326386158,0.574518286,0,0,4,10,0,9,0,0
"14855",0,104.67,0,0,6,18,6,14,1,7,0,0,0,0,0,0,0,0,0,25.65,0,0.8681319,0,0,0,0,15,1,16,0,0
"14856",0,43.6,0,0,6,7,23,93,0,64,0,0,0,0,0,0,0,3,4,13.95,0,0.408491947,0,0,0,4,0,6,0,0,0
"14857",0,356.02,0,0,15,39,11,18,1,4,0,0,0,0,0,77.7,0,2,8,73.8,0,0.138780804,0,0.671854734,0,4,4,45,2,0,20.05
"14858",23.59,59.54,2,3,6,7,31,178,1,137,0,0,0,14.04,0,22.79,0,0,0,6.7,0,0.190124858,0,0.646708286,0,1,3,1,4,9.34,22.04
"14859",0,131.5,0,0,0,22,7,22,0,2,0,0,0,0,0,0,0,2,8,22.9,0,0,0,0,0,0,2,7,14,0,0
"14860",0,9.7,0,1,2,3,18,196,0,0,0,0,0,0,0,0,1,0,0,4.75,4.95,1,0,0,0,1,0,0,1,0,0
"14861",0,46.4,0,0,0,5,10,58,0,9,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,7,1,0,0
"14862",0,43.96,0,0,0,8,7,14,0,2,0,0,0,0,0,0,0,5,2,4.95,0,0,0,0,0,0,0,9,0,0,0
"14863",15.98,111.43,1,4,7,15,28,41,0,11,3.59,1,3.59,0,4.69,0,4,0,0,3.59,9.32,0.433574879,0.566425121,0,1,3,0,0,1,0,0
"14864",15.66,40.25,0,7,7,16,13,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2.41,2.41
"14865",96.66,129.42,11,15,19,21,16,90,0.88,25,0,0,0,59.87,0,66.94,0,3,3,4.37,0,0,0,0.628367596,4,6,1,10,5,40.31,53.67
"14866",0,167.12,0,0,18,33,4,18,0,0,0,0,0,0,0,20.25,4,8,7,38.55,14.34,0.320807628,0,0.227145261,0,14,10,3,24,0,6.5
"14867",0,61.87,0,0,7,12,12,34,1,0,0,0,0,0,5.25,5.4,1,1,2,20.55,5.25,0.525575448,0.1342711,0.138107417,0,6,0,4,6,0,2.45
"14868",0,52.1,0,0,0,13,0,4,1,0,0,0,0,0,0,0,0,2,5,5.3,0,0,0,0,0,0,1,0,7,0,0
"14869",0,305.96,0,0,13,40,18,25,1,4,0,0,0,0,23.25,54.65,19,8,28,0,62.73,0,0.210216998,0.494122966,0,19,8,13,23,0,14.2
"14870",0,118.94,0,0,10,18,4,54,1,0,0,0,0,0,4.57,42.34,1,7,0,19.44,4.57,0,0.085149991,0.7888951,0,1,0,13,4,0,28.89
"14871",46.62,65.74,5,7,12,13,25,95,0,68,19.31,5,19.31,0,0,0,0,6,6,25.81,0,0.493404703,0,0,1,5,15,0,9,0,0
"14872",15.95,21.8,1,2,2,3,30,360,0,176,0,0,0,0,0,0,2,0,4,0,5.25,0,0,0,0,0,2,5,4,0,0
"14873",92.52,173.77,9,11,14,20,8,48,0,25,0,4,17.6,41.15,0,53.5,2,0,0,17.6,8.9,0.232189974,0,0.705804749,5,12,0,0,11,20.2,23.45
"14874",27.11,28.86,9,11,11,12,2,253,1,0,0,2,6.6,0,0,0,0,0,0,6.6,0,0.424437299,0,0,1,2,6,0,8,0,0
"14875",33.88,115.61,0,9,14,30,35,40,0.88,9,0,5,14.87,12.38,0,29,1,0,0,49.27,1.9,0.353355646,0,0.510833187,0,2,18,1,24,11.05,16.81
"14876",0,115.17,0,0,9,22,9,24,0.67,0,0,0,0,0,0,8.4,4,1,5,3.95,10.41,0.153696498,0,0.326848249,0,6,8,8,16,0,4.2
"14877",0,17.84,0,0,2,4,32,107,1,46,0,0,0,0,0,0,0,0,2,7.35,0,0.643607706,0,0,0,1,2,3,6,0,0
"14878",76.71,101.81,1,13,14,16,14,155,0,7,0,3,12.21,12.8,0,12.8,0,5,10,12.21,0,0.174030787,0,0.182440137,0,10,3,8,26,7.35,7.35
"14879",0,127.31,0,0,7,19,14,34,1,14,0,0,0,0,0,35.77,0,1,0,26.28,0,0.098008503,0,0.800402775,0,7,0,0,12,0,14.65
"14880",100.03,216.61,6,12,20,32,10,28,0,0,11.85,6,24.2,11.35,0,26.65,0,2,2,74.55,0,0.404797601,0,0.266366817,0,3,0,25,32,3.45,10.85
"14881",16.18,23.14,2,4,5,7,7,192,0,0,0,1,3.95,0,0,0,0,2,0,3.95,0,0.663865546,0,0,0,0,1,2,0,0,0
"14882",74.45,89.02,10,14,15,17,0,160,1,21,3.62,3,10.86,0,0,0,0,0,7,14.48,0,0.33580705,0,0,7,10,1,0,11,0,0
"14883",5.95,72.05,0,1,2,5,23,128,0,7,0,0,0,5.95,3.75,5.95,1,0,0,0,3.75,0,0.386597938,0.613402062,0,1,4,0,3,2,2
"14884",5.6,50.55,0,2,7,9,1,25,0,3,0,0,0,0,0,7.95,0,1,0,3.95,0,0.1182635,0,0.238024,0,2,4,0,2,0,4
"14885",138.95,174.85,14,29,33,34,7,165,0.71,6,0,0,0,0,0,0,0,6,7,4.65,0,0.120155039,0,0,1,8,2,3,3,0,0
"14886",26.6,33.58,1,4,4,5,29,255,0,152,4.67,3,14.12,0,0,0,0,0,4,14.12,0,0.652193995,0,0,0,1,0,6,7,0,0
"14887",0,277.89,0,0,7,38,5,11,1,0,0,0,0,0,0,19.47,1,11,4,4.87,3.89,0.137570622,0,0.55,0,2,2,18,14,0,6.34
"14888",17.55,70.9,2,4,6,11,14,18,0,1,0,0,0,5.9,0,17.7,2,3,6,0,4.45,0,0,0.946524064,0,0,2,10,0,2.45,7.35
"14889",0,135.65,0,0,8,19,6,47,0,6,0,0,0,0,0,0,1,0,3,49.54,4.18,1,0,0,0,0,6,10,7,0,0
"14890",0,19.02,0,0,1,3,2,75,0,8,0,0,0,0,4.87,0,2,0,0,9.57,9.45,0,1,0,0,0,0,1,3,0,0
"14891",46.28,81.69,4,7,9,12,38,115,0,12,7.3,2,7.3,5.35,0,5.35,0,6,6,29.9,0,0.344753747,0,0.114561028,1,7,1,9,16,2,2
"14892",30.4,79.65,3,5,8,13,2,32,0,8,0,0,0,21.3,22.15,31.65,10,0,0,0,48,0,0.411710037,0.588289963,2,7,5,0,2,4.5,6.95
"14893",0,178.71,0,0,6,40,1,4,1,0,0,0,0,0,0,5.8,0,1,6,16.2,0,0,0,0.552380952,0,0,3,27,42,0,3.45
"14894",81.6,141.2,11,20,27,30,40,90,0.4,0,10.95,5,18.25,29.2,0,34.4,0,15,8,21,0,0.233592881,0,0.382647386,4,20,12,5,6,13.45,16.9
"14895",0,235.4,0,0,1,47,4,6,1,1,0,0,0,0,0,0,0,0,26,37.5,0,0,0,0,0,0,2,35,16,0,0
"14896",18.8,45.42,0,4,8,10,13,93,1,0,0,0,0,5.35,0,11.9,0,0,0,0,0,0,0,0.835087719,0,2,0,1,3,3.25,7.7
"14897",0,28.92,0,0,0,4,7,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"14898",0,99.07,0,0,5,19,6,19,0,3,0,0,0,0,0,5.05,0,0,13,0,0,0,0,0.304216868,0,4,0,5,17,0,2.95
"14899",0,107.66,0,0,11,26,9,14,0,2,0,0,0,0,0,19.85,0,6,0,0,0,0,0,0.48062954,0,4,1,0,12,0,26.9
"14900",0,55.32,0,0,6,23,10,17,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,28,0,0
"14901",10.55,21.3,0,2,4,5,32,161,0,108,0,2,7.2,0,0,8.5,0,1,0,7.2,0,0.359102244,0,0.42394015,0,2,2,0,4,0,5.95
"14902",0,14.1,0,0,0,4,32,52,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14903",0,64.35,0,0,3,9,8,22,0,9,0,0,0,0,0,13.7,0,0,0,4.15,0,0,0,0.958041958,0,2,0,4,0,0,6.4
"14904",9.65,34.98,3,4,5,10,31,44,0,108,0,0,0,0,0,0,4,0,2,0,10.18,0,0,0,0,0,4,2,2,0,0
"14905",0,184.17,0,0,20,29,13,34,0,17,0,0,0,0,0,0,1,1,6,49.8,3.95,0.576719577,0,0,0,10,5,1,17,0,0
"14906",0,80.7,0,0,3,13,13,44,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"14907",25.6,97.35,0,5,10,15,37,72,0.17,0,0,0,0,0,4.95,13.4,1,15,0,0,4.95,0,0.145588235,0.394117647,0,0,3,15,19,2.25,7.15
"14908",0,20.55,0,0,0,3,5,11,0,0,0,0,0,0,0,0,4,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0
"14909",134.15,216.25,14,19,24,30,9,45,0.08,0,14.3,7,23.25,32.75,3.95,44.95,1,15,15,26.2,3.95,0.157094595,0.026689189,0.303716216,12,23,22,0,36,12.8,17.7
"14910",42.05,72.85,2,5,9,11,4,95,1,63,0,0,0,19.35,0,35.15,0,2,0,0,0,0,0,1,0,4,6,0,10,8.35,16.2
"14911",2.45,14.9,0,1,2,3,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"14912",0,65.9,0,0,7,12,17,35,1,2,0,0,0,0,25.17,0,13,0,2,4.08,54.15,0.112303881,0.692815855,0,0,0,10,5,1,0,0
"14913",0,101.19,0,0,0,17,3,6,0,9,0,0,0,0,0,0,0,0,3,56.4,0,0,0,0,0,0,0,14,3,0,0
"14914",19.2,61.07,0,4,9,15,12,39,1,14,0,3,14.25,0,4.95,0,3,1,0,37.27,13.85,0.868943606,0.131056394,0,0,7,4,0,10,0,0
"14915",0,190.24,0,0,4,31,23,27,0,3,0,0,0,0,10,6.5,4,0,2,64.55,17.12,0.350393701,0.393700787,0.255905512,0,3,6,10,13,0,4.25
"14916",4.15,81.84,0,1,7,21,22,53,1,21,0,1,4.15,0,0,0,8,0,0,53.15,24.54,1,0,0,0,7,0,2,7,0,0
"14917",86.38,142.29,16,27,35,39,18,32,1,0,0,0,0,0,0,4.3,0,0,14,3.95,0,0.055438597,0,0.060350877,2,15,11,12,22,0,1.95
"14918",29.5,90.92,10,10,22,43,7,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,35,0,0
"14919",0,37.42,0,0,0,7,4,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
"14920",0,86.95,0,0,0,16,0,3,0,2,0,0,0,0,0,0,3,0,20,25.1,11.85,0,0,0,0,0,5,25,1,0,0
"14921",0,114.9,0,0,1,26,0,7,0,4,0,0,0,0,0,0,1,23,8,0,4.42,0,0,0,0,0,12,1,3,0,0
"14922",0,188.67,0,0,12,55,27,32,0,1,0,0,0,0,0,0,0,5,0,24.84,0,0.578231293,0,0,0,3,0,26,23,0,0
"14923",30.95,45.76,0,6,8,9,30,155,0.5,98,0,1,4.45,0,0,0,0,5,2,4.45,0,0.218673219,0,0,0,7,0,2,7,0,0
"14924",0,23.48,0,0,0,7,25,37,0,6,0,0,0,0,0,0,3,0,0,7.8,8.64,0,0,0,0,0,1,0,3,0,0
"14925",3.65,30.32,0,1,1,6,3,13,0,2,0,1,3.65,0,0,0,0,0,0,3.65,0,1,0,0,0,1,2,0,4,0,0
"14926",28.16,36.79,4,5,5,7,19,228,1,0,0,0,0,19.16,0,19.16,0,0,0,0,0,0,0,0.791408509,1,1,1,1,1,14.14,14.14
"14927",0,79.44,0,0,12,17,26,35,0,32,0,0,0,0,12.65,10.9,3,1,0,0,12.65,0,0.386259542,0.332824428,0,7,1,3,5,0,6.95
"14928",72.53,94.83,4,9,9,11,39,203,1,0,0,2,8.4,13.99,0,13.99,0,2,8,8.4,0,0.154440154,0,0.2572164,0,7,3,1,9,6.35,6.35
"14929",25.41,49.47,0,3,5,7,33,129,0,43,0,0,0,20.25,0,27.35,0,0,0,0,0,0,0,1,0,3,1,1,5,7.85,10.3
"14930",0,75.74,0,0,0,11,7,32,1,12,0,0,0,0,0,0,4,0,0,0,21.8,0,0,0,0,0,0,10,1,0,0
"14931",0,178.1,0,0,6,20,4,19,0,14,0,0,0,0,0,12.65,4,1,6,21.25,17.9,0.309090909,0,0.306666667,0,4,11,2,21,0,3.95
"14932",41.63,60.13,1,6,9,11,26,97,0,51,0,4,17.2,0,0,0,1,0,0,24.8,2.47,0.910091743,0,0,0,3,0,5,4,0,2.45
"14933",0,437.67,0,0,1,52,0,7,0,2,0,0,0,0,0,0,0,0,28,143.05,0,1,0,0,0,2,1,24,51,0,0
"14934",15.2,52.5,0,2,5,8,2,134,1,21,0,0,0,13.1,0,35.55,0,2,0,0,0,0,0,0.919793014,0,3,6,1,6,5.5,20.35
"14935",0,219.65,0,0,4,36,1,5,0,1,0,0,0,0,0,11,0,0,7,7.67,0,0,0,0.527577938,0,5,1,5,32,0,4.82
"14936",130.78,142.08,13,14,16,18,9,113,0,21,3.65,1,3.65,3.5,0,3.5,0,2,0,8.4,0,0.1,0,0.041666667,1,2,9,1,12,1.75,1.75
"14937",26.84,144.47,4,6,8,25,3,19,0,4,2.9,2,5.8,9.45,5.17,9.45,1,2,6,29.95,5.17,0.310222222,0.153185185,0.28,0,0,0,34,3,3.94,3.94
"14938",46,129.53,1,4,6,16,25,53,0,25,0,3,13.95,17.55,0,17.55,0,0,0,71.85,0,0.490594432,0,0.264108352,2,10,2,2,20,8.95,8.95
"14939",0,82.2,0,0,7,12,7,76,0,67,0,0,0,0,0,10,0,0,4,50.05,0,0.417531719,0,0.230680508,0,4,0,9,18,0,5.25
"14940",25.61,62.85,0,3,8,11,7,18,0,9,0,0,0,0,9.04,7.08,4,2,0,0,17.49,0,0.560794045,0.439205955,0,1,0,3,1,0,2.41
"14941",0,247.64,0,0,2,19,1,9,0,16,0,0,0,0,16.9,24.36,16,0,7,0,58.88,0,0.400094697,0.576704546,0,5,18,7,0,0,2.89
"14942",0,39.35,0,0,2,6,20,76,0,18,0,0,0,0,0,0,0,0,0,25.75,0,0.835164835,0,0,0,0,6,0,5,0,0
"14943",2.75,12.6,0,1,1,4,12,19,0,2,0,1,2.75,0,0,0,0,0,0,2.75,0,1,0,0,0,0,3,0,3,0,0
"14944",18.65,81.94,0,4,5,18,11,47,1,35,0,4,17.18,0,0,0,0,1,0,45.83,0,0.840508806,0,0,0,1,0,10,12,0,0
"14945",0,87.68,0,0,0,11,4,27,0,0,0,0,0,0,0,0,1,0,2,7.3,1.72,0,0,0,0,0,1,0,2,0,0
"14946",42.24,236.02,0,8,18,35,8,20,0.9,7,0,0,0,15.55,0,36.95,1,3,2,0,3.95,0,0,0.658058771,0,6,12,4,17,6.9,16.55
"14947",0,36.45,0,0,5,7,0,97,0,0,0,0,0,0,0,9.7,4,0,0,15.8,8.2,0.559292035,0,0.343362832,0,2,7,0,5,0,7.5
"14948",9.9,33.8,0,1,10,11,24,147,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,0,0
"14949",24.15,139.97,3,4,12,20,7,23,0,3,0,0,0,24.15,0,66.2,0,5,0,0,0,0,0,0.985119048,1,1,2,21,0,14.85,44.55
"14950",0,59.61,0,0,2,14,25,46,0,11,0,0,0,0,0,0,2,1,2,22.75,7.56,0.664179105,0,0,0,2,3,4,1,0,0
"14951",0,26.89,0,0,2,4,16,115,1,13,0,0,0,0,0,14,1,0,0,0,4.65,0,0,1,0,2,0,0,0,0,6.9
"14952",54.69,89.14,4,8,10,13,5,61,0,70,4.45,5,23.95,11.95,0,11.95,2,0,0,52.25,4.65,0.760676157,0,0.212633452,0,1,2,11,10,3.75,3.75
"14953",4.25,11.25,0,1,2,3,1,180,0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0
"14954",84.31,185.87,4,14,20,31,33,54,0.67,5,0,0,0,0,94.82,0,35,0,0,0,154.68,0,1,0,4,17,0,5,0,0,0
"14955",0,101.52,0,0,8,18,4,56,0.67,9,0,0,0,0,15.15,0,12,0,0,0,59.1,0,0.968051118,0,0,0,0,10,0,0,0
"14956",25.1,46.55,1,3,5,6,1,142,0,23,0,0,0,15.85,0,30.1,0,0,3,4.95,0,0.111738149,0,0.679458239,0,6,1,3,11,6.75,11.25
"14957",0,113.21,0,0,11,22,25,38,0,10,0,0,0,0,4.25,30.8,4,5,2,0,14.95,0,0.088082902,0.638341969,0,10,0,2,2,0,20
"14958",0,97.4,0,0,6,18,11,33,1,0,0,0,0,0,0,0,0,7,13,4.45,0,0,0,0,0,4,1,13,0,0,0
"14959",30.17,81,12,17,23,26,31,106,0,7,0,1,3,4,3.95,4,1,4,5,9.7,3.95,0.074534162,0.098136646,0.099378882,0,3,9,1,11,4.91,4.91
"14960",0,131.46,0,0,0,15,7,18,1,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0
"14961",0.45,91.67,1,1,16,24,40,44,0.67,3,0,0,0,0,0,0,2,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0
"14962",36.11,61.89,7,12,12,22,27,46,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,4,5,0,0
"14963",2.51,12.4,1,1,3,4,38,96,0,53,0,0,0,0,3.25,0,2,2,0,0,5.64,0,0.619047619,0,0,1,0,4,1,0,0
"14964",24.95,39.44,2,3,4,5,20,194,0,158,0,0,0,0,28.2,0,6,0,0,0,28.2,0,1,0,3,6,0,0,0,0,0
